"PVWatts Hourly PV Performance Data"
"Requested Location","detroit, mi"
"Location","Lat, Lng: 42.33, -83.06"
"Latitude (DD)","42.33"
"Longitude (DD)","-83.06"
"Elevation (m)","186.44999694824"
"DC System Size (kW)","80"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","6","16","443","39","6","2.1","0.12","182.461","10.219","11505.68","10780.903"
"11","6","17","0","0","4","1.4","0.12","0","4","0","0"
"11","6","18","0","0","3","1.4","0.12","0","3","0","0"
"11","6","19","0","0","2","1.4","0.12","0","2","0","0"
"11","6","20","0","0","2","1.4","0.12","0","2","0","0"
"11","6","21","0","0","2","1.5","0.12","0","2","0","0"
"11","6","22","0","0","2","1.5","0.12","0","2","0","0"
"11","6","23","0","0","2","1.4","0.12","0","2","0","0"
"11","7","0","0","0","2","1.3","0.12","0","2","0","0"
"11","7","1","0","0","2","1.3","0.12","0","2","0","0"
"11","7","2","0","0","2","1.4","0.12","0","2","0","0"
"11","7","3","0","0","2","1.4","0.12","0","2","0","0"
"11","7","4","0","0","2","1.4","0.12","0","2","0","0"
"11","7","5","0","0","2","1.5","0.12","0","2","0","0"
"11","7","6","0","0","2","1.6","0.12","0","2","0","0"
"11","7","7","0","16","2","1.9","0.12","15.221","2.327","662.705","322.138"
"11","7","8","282","73","4","2.6","0.12","198.74","8.293","13874.763","13066.04"
"11","7","9","412","112","5","3","0.12","365.583","12.446","26577.832","25318.988"
"11","7","10","803","83","6","2.9","0.12","658.637","19.645","46910.667","44931.351"
"11","7","11","843","87","7","2.9","0.12","755.363","22.632","52979.122","50784.776"
"11","7","12","850","88","8","2.9","0.12","775.698","24.049","54063.096","51830.341"
"11","7","13","839","82","8","2.9","0.12","722.366","22.956","50701.741","48588.092"
"11","7","14","785","76","8","3","0.12","594.499","20.118","42377.424","40558.739"
"11","7","15","678","62","7","2.6","0.12","407.808","15.898","29224.481","27871.857"
"11","7","16","442","37","5","1.9","0.12","179.258","9.309","11273.322","10556.779"
"11","7","17","0","0","3","1.7","0.12","0","3","0","0"
"11","7","18","0","0","3","1.8","0.12","0","3","0","0"
"11","7","19","0","0","2","1.9","0.12","0","2","0","0"
"11","7","20","0","0","1","1.8","0.12","0","1","0","0"
"11","7","21","0","0","1","1.6","0.12","0","1","0","0"
"11","7","22","0","0","1","1.5","0.12","0","1","0","0"
"11","7","23","0","0","1","1.2","0.12","0","1","0","0"
"11","8","0","0","0","1","1","0.12","0","1","0","0"
"11","8","1","0","0","1","1","0.12","0","1","0","0"
"11","8","2","0","0","0","1.1","0.12","0","0","0","0"
"11","8","3","0","0","0","1.2","0.12","0","0","0","0"
"11","8","4","0","0","0","1.2","0.12","0","0","0","0"
"11","8","5","0","0","0","1.3","0.12","0","0","0","0"
"11","8","6","0","0","-1","1.3","0.12","0","-1","0","0"
"11","8","7","210","14","0","1.3","0.12","31.942","0.712","1200.256","840.641"
"11","8","8","637","47","1","1.5","0.12","304.038","9.173","21189.018","20121.121"
"11","8","9","798","62","3","1.9","0.12","523.99","16.118","37993.988","36330.625"
"11","8","10","868","72","5","2.4","0.12","688.108","20.594","48883.688","46834.46"
"11","8","11","902","75","6","2.7","0.12","778.091","22.678","54611.669","52359.475"
"11","8","12","909","75","7","2.8","0.12","797.992","23.803","55716.304","53424.969"
"11","8","13","885","74","8","2.9","0.12","739.094","23.306","51849.691","49695.365"
"11","8","14","832","68","8","2.8","0.12","612.956","20.932","43599.478","41737.49"
"11","8","15","722","56","7","2.2","0.12","418.45","16.839","29883.207","28507.241"
"11","8","16","476","34","5","1.6","0.12","185.063","9.73","11535.864","10810.017"
"11","8","17","0","0","3","1.5","0.12","0","3","0","0"
"11","8","18","0","0","3","1.6","0.12","0","3","0","0"
"11","8","19","0","0","2","1.6","0.12","0","2","0","0"
"11","8","20","0","0","2","1.7","0.12","0","2","0","0"
"11","8","21","0","0","1","1.7","0.12","0","1","0","0"
"11","8","22","0","0","1","1.7","0.12","0","1","0","0"
"11","8","23","0","0","0","1.7","0.12","0","0","0","0"
"11","9","0","0","0","0","1.8","0.12","0","0","0","0"
"11","9","1","0","0","0","1.8","0.12","0","0","0","0"
"11","9","2","0","0","0","1.9","0.12","0","0","0","0"
"11","9","3","0","0","0","2.2","0.12","0","0","0","0"
"11","9","4","0","0","0","2.5","0.12","0","0","0","0"
"11","9","5","0","0","1","2.8","0.12","0","1","0","0"
"11","9","6","0","0","1","3.2","0.12","0","1","0","0"
"11","9","7","0","4","1","3.8","0.12","3.805","1.059","156.602","0"
"11","9","8","0","41","2","4.5","0.12","38.027","2.614","2594.153","2185.147"
"11","9","9","0","81","4","5.6","0.12","76.317","5.076","5352.019","4845.291"
"11","9","10","468","144","6","7","0.12","492.704","11.99","35865.425","34277.486"
"11","9","11","4","163","7","7.7","0.12","160.945","8.818","11309.933","10592.092"
"11","9","12","30","200","8","8","0.12","230.147","10.529","16261.613","15368.314"
"11","9","13","737","114","9","8.1","0.12","682.819","16.477","49028.138","46973.792"
"11","9","14","0","91","8","8","0.12","85.62","8.942","5922.846","5395.891"
"11","9","15","0","57","5","8.1","0.12","52.926","5.577","3651.44","3204.97"
"11","9","16","0","20","3","7.9","0.12","18.521","3.203","1176.546","817.771"
"11","9","17","0","0","1","7.6","0.12","0","1","0","0"
"11","9","18","0","0","0","7.3","0.12","0","0","0","0"
"11","9","19","0","0","0","6.7","0.12","0","0","0","0"
"11","9","20","0","0","0","6.1","0.12","0","0","0","0"
"11","9","21","0","0","-1","6","0.12","0","-1","0","0"
"11","9","22","0","0","-2","5.7","0.12","0","-2","0","0"
"11","9","23","0","0","-3","5.1","0.12","0","-3","0","0"
"11","10","0","0","0","-4","4.5","0.12","0","-4","0","0"
"11","10","1","0","0","-5","4.1","0.12","0","-5","0","0"
"11","10","2","0","0","-5","4.1","0.12","0","-5","0","0"
"11","10","3","0","0","-5","4.1","0.12","0","-5","0","0"
"11","10","4","0","0","-5","4.2","0.12","0","-5","0","0"
"11","10","5","0","0","-5","4.3","0.12","0","-5","0","0"
"11","10","6","0","0","-5","4.4","0.12","0","-5","0","0"
"11","10","7","0","16","-4","4.8","0.12","15.221","-3.795","681.196","339.973"
"11","10","8","609","51","-4","5.2","0.12","296.819","0.348","21257.184","20186.872"
"11","10","9","480","96","-3","5.3","0.12","381.587","2.606","28811.57","27473.577"
"11","10","10","876","75","-2","5","0.12","691.722","8.545","51328.648","49192.785"
"11","10","11","912","79","-2","4.7","0.12","790.297","10.507","57962.201","55591.285"
"11","10","12","916","81","-1","4.3","0.12","810.688","12.535","58964.948","56558.5"
"11","10","13","891","79","-1","4","0.12","749.462","12.062","54770.298","52512.483"
"11","10","14","599","97","-1","3.7","0.12","498.626","8.088","37018.711","35389.906"
"11","10","15","719","60","-1","3.4","0.12","417.954","6.964","30877.823","29466.614"
"11","10","16","450","36","-2","2.7","0.12","178.016","1.653","11325.768","10607.366"
"11","10","17","0","0","-3","2.1","0.12","0","-3","0","0"
"11","10","18","0","0","-4","2","0.12","0","-4","0","0"
"11","10","19","0","0","-4","2","0.12","0","-4","0","0"
"11","10","20","0","0","-4","2.1","0.12","0","-4","0","0"
"11","10","21","0","0","-4","2.2","0.12","0","-4","0","0"
"11","10","22","0","0","-3","2.7","0.12","0","-3","0","0"
"11","10","23","0","0","-3","3.1","0.12","0","-3","0","0"
"11","11","0","0","0","-3","2.9","0.12","0","-3","0","0"
"11","11","1","0","0","-3","2.6","0.12","0","-3","0","0"
"11","11","2","0","0","-2","2.7","0.12","0","-2","0","0"
"11","11","3","0","0","-2","2.9","0.12","0","-2","0","0"
"11","11","4","0","0","-1","2.8","0.12","0","-1","0","0"
"11","11","5","0","0","-1","2.8","0.12","0","-1","0","0"
"11","11","6","0","0","-1","2.9","0.12","0","-1","0","0"
"11","11","7","0","11","0","3.2","0.12","10.464","0.177","452.679","119.553"
"11","11","8","350","66","0","3.8","0.12","213.824","3.786","15055.275","14204.721"
"11","11","9","592","77","0","4.3","0.12","423.85","7.091","31612.768","30175.517"
"11","11","10","632","102","1","4.3","0.12","558.069","10.324","41055.165","39283.332"
"11","11","11","443","173","1","4.1","0.12","540.629","10.269","39447.382","37732.519"
"11","11","12","842","90","1","4","0.12","761.704","14.266","55079.244","52810.482"
"11","11","13","655","109","2","3.7","0.12","613.972","13.178","44617.628","42719.563"
"11","11","14","357","140","1","3.3","0.12","381.843","8.397","28100.348","26787.556"
"11","11","15","252","104","1","2.6","0.12","239.092","6.206","17424.418","16489.916"
"11","11","16","108","43","0","1.8","0.12","84.092","2.077","5409.755","4900.981"
"11","11","17","0","0","0","1.6","0.12","0","0","0","0"
"11","11","18","0","0","0","1.8","0.12","0","0","0","0"
"11","11","19","0","0","0","1.9","0.12","0","0","0","0"
"11","11","20","0","0","0","1.9","0.12","0","0","0","0"
"11","11","21","0","0","0","1.9","0.12","0","0","0","0"
"11","11","22","0","0","0","1.8","0.12","0","0","0","0"
"11","11","23","0","0","0","1.8","0.12","0","0","0","0"
"11","12","0","0","0","0","1.8","0.12","0","0","0","0"
"11","12","1","0","0","0","1.7","0.12","0","0","0","0"
"11","12","2","0","0","0","1.6","0.12","0","0","0","0"
"11","12","3","0","0","0","1.4","0.12","0","0","0","0"
"11","12","4","0","0","0","1.2","0.12","0","0","0","0"
"11","12","5","0","0","0","1.1","0.12","0","0","0","0"
"11","12","6","0","0","0","1","0.12","0","0","0","0"
"11","12","7","0","0","0","0.8","0.12","0","0","0","0"
"11","12","8","0","37","0","0.8","0.12","34.308","1.101","2338.009","1938.079"
"11","12","9","0","79","1","1","0.12","74.508","3.278","5258.867","4755.44"
"11","12","10","38","168","2","1.2","0.12","199.807","7.811","14304.437","13480.489"
"11","12","11","1","156","3","1.4","0.12","151.757","7.202","10715.856","10019.066"
"11","12","12","0","50","3","1.3","0.12","46.4","4.315","3171.145","2741.694"
"11","12","13","0","102","3","0.9","0.12","95.951","6.004","6711.622","6156.718"
"11","12","14","0","35","3","0.3","0.12","32.441","4.205","2203.908","1808.73"
"11","12","15","0","21","2","0.2","0.12","19.441","2.745","1302.354","939.122"
"11","12","16","0","6","1","0.5","0.12","5.545","1.191","332.49","3.624"
"11","12","17","0","0","1","0.8","0.12","0","1","0","0"
"11","12","18","0","0","1","0.9","0.12","0","1","0","0"
"11","12","19","0","0","1","1","0.12","0","1","0","0"
"11","12","20","0","0","1","1.2","0.12","0","1","0","0"
"11","12","21","0","0","0","1.5","0.12","0","0","0","0"
"11","12","22","0","0","0","1.7","0.12","0","0","0","0"
"11","12","23","0","0","0","1.7","0.12","0","0","0","0"
"11","13","0","0","0","0","1.9","0.12","0","0","0","0"
"11","13","1","0","0","0","2.3","0.12","0","0","0","0"
"11","13","2","0","0","0","2.7","0.12","0","0","0","0"
"11","13","3","0","0","0","2.7","0.12","0","0","0","0"
"11","13","4","0","0","0","2.5","0.12","0","0","0","0"
"11","13","5","0","0","0","2.4","0.12","0","0","0","0"
"11","13","6","0","0","0","2.1","0.12","0","0","0","0"
"11","13","7","0","0","0","2.2","0.12","0","0","0","0"
"11","13","8","0","38","1","2.5","0.12","35.24","1.777","2394.56","1992.626"
"11","13","9","0","80","3","2.9","0.12","75.615","4.56","5313.331","4807.973"
"11","13","10","0","87","4","3.1","0.12","81.376","5.621","5683.669","5165.189"
"11","13","11","4","161","5","3.1","0.12","159.417","8.172","11240.68","10525.293"
"11","13","12","5","165","5","3.2","0.12","164.113","8.212","11570.668","10843.588"
"11","13","13","10","164","6","3.3","0.12","167.494","9.228","11807.81","11072.327"
"11","13","14","38","148","6","3.2","0.12","176.96","9.473","12580.954","11818.076"
"11","13","15","17","95","5","2.4","0.12","101.613","7.292","7136.101","6566.156"
"11","13","16","0","31","3","1.6","0.12","29.6","3.77","1874.842","1491.324"
"11","13","17","0","0","2","1.2","0.12","0","2","0","0"
"11","13","18","0","0","2","1.1","0.12","0","2","0","0"
"11","13","19","0","0","2","1.1","0.12","0","2","0","0"
"11","13","20","0","0","2","1.1","0.12","0","2","0","0"
"11","13","21","0","0","1","1.2","0.12","0","1","0","0"
"11","13","22","0","0","1","1.2","0.12","0","1","0","0"
"11","13","23","0","0","1","1.4","0.12","0","1","0","0"
"11","14","0","0","0","0","1.6","0.12","0","0","0","0"
"11","14","1","0","0","0","1.7","0.12","0","0","0","0"
"11","14","2","0","0","0","1.8","0.12","0","0","0","0"
"11","14","3","0","0","0","1.7","0.12","0","0","0","0"
"11","14","4","0","0","0","1.5","0.12","0","0","0","0"
"11","14","5","0","0","0","1.2","0.12","0","0","0","0"
"11","14","6","0","0","0","1","0.12","0","0","0","0"
"11","14","7","0","0","0","1","0.12","0","0","0","0"
"11","14","8","398","60","0","1.2","0.12","222.077","6.385","15366.497","14504.916"
"11","14","9","601","88","2","1.4","0.12","435.346","14.147","31655.605","30216.836"
"11","14","10","713","99","4","1.6","0.12","602.941","20.069","42895.898","41058.841"
"11","14","11","763","104","5","1.9","0.12","701.06","22.51","49255.885","47193.468"
"11","14","12","474","167","6","2","0.12","561.55","19.722","39628.42","37907.142"
"11","14","13","757","98","7","2","0.12","669.148","23.381","46937.776","44957.499"
"11","14","14","699","88","7","2","0.12","544.436","20.344","38764.662","37073.991"
"11","14","15","574","70","6","1.7","0.12","358.222","15.316","25504.568","24283.754"
"11","14","16","306","36","4","1.5","0.12","133.833","7.471","8120.696","7515.862"
"11","14","17","0","0","2","1.7","0.12","0","2","0","0"
"11","14","18","0","0","2","2","0.12","0","2","0","0"
"11","14","19","0","0","2","2.2","0.12","0","2","0","0"
"11","14","20","0","0","3","2.4","0.12","0","3","0","0"
"11","14","21","0","0","3","2.6","0.12","0","3","0","0"
"11","14","22","0","0","2","2.8","0.12","0","2","0","0"
"11","14","23","0","0","2","3","0.12","0","2","0","0"
"11","15","0","0","0","2","3.2","0.12","0","2","0","0"
"11","15","1","0","0","3","3.4","0.12","0","3","0","0"
"11","15","2","0","0","3","3.7","0.12","0","3","0","0"
"11","15","3","0","0","3","3.9","0.12","0","3","0","0"
"11","15","4","0","0","3","4.1","0.12","0","3","0","0"
"11","15","5","0","0","3","4.3","0.12","0","3","0","0"
"11","15","6","0","0","3","4.4","0.12","0","3","0","0"
"11","15","7","0","0","3","4.4","0.12","0","0","0","0"
"11","15","8","0","39","3","4.4","0.12","36.186","3.591","2436.696","2033.269"
"11","15","9","0","84","4","4.9","0.12","79.95","5.228","5614.933","5098.888"
"11","15","10","0","101","4","5.1","0.12","95.553","5.43","6721.1","6165.86"
"11","15","11","0","108","4","4.9","0.12","101.897","5.562","7149.785","6579.355"
"11","15","12","0","104","4","5","0.12","97.77","5.48","6845.61","6285.958"
"11","15","13","0","87","3","5.4","0.12","81.158","4.17","5687.968","5169.335"
"11","15","14","0","8","3","5.9","0.12","7.405","3.101","474.737","140.83"
"11","15","15","0","5","4","6","0.12","4.623","4.062","288.698","0"
"11","15","16","0","1","4","6","0.12","0.923","4.012","0","0"
"11","15","17","0","0","5","5.9","0.12","0","5","0","0"
"11","15","18","0","0","6","5.8","0.12","0","6","0","0"
"11","15","19","0","0","6","6","0.12","0","6","0","0"
"11","15","20","0","0","6","6.1","0.12","0","6","0","0"
"11","15","21","0","0","6","6","0.12","0","6","0","0"
"11","15","22","0","0","5","5.9","0.12","0","5","0","0"
"11","15","23","0","0","4","5.8","0.12","0","4","0","0"
"11","16","0","0","0","3","5.7","0.12","0","3","0","0"
"11","16","1","0","0","3","5.7","0.12","0","3","0","0"
"11","16","2","0","0","2","6","0.12","0","2","0","0"
"11","16","3","0","0","2","6.3","0.12","0","2","0","0"
"11","16","4","0","0","2","6.4","0.12","0","2","0","0"
"11","16","5","0","0","2","6.5","0.12","0","2","0","0"
"11","16","6","0","0","1","6.6","0.12","0","1","0","0"
"11","16","7","0","0","1","6.6","0.12","0","0","0","0"
"11","16","8","0","44","2","6.9","0.12","41.578","2.506","2824.051","2406.899"
"11","16","9","0","97","3","7.4","0.12","93.865","4.094","6659.757","6106.69"
"11","16","10","14","148","4","7.7","0.12","154.318","5.746","11038.056","10329.849"
"11","16","11","48","192","4","7.5","0.12","235.804","6.718","16984.096","16065.197"
"11","16","12","0","141","5","7.1","0.12","135.514","6.622","9555.377","8899.707"
"11","16","13","0","107","5","6.7","0.12","101.177","6.262","7090.899","6522.555"
"11","16","14","0","84","5","6.2","0.12","78.926","6.04","5513.71","5001.252"
"11","16","15","0","51","4","5.4","0.12","47.319","4.683","3257.073","2824.577"
"11","16","16","0","15","3","4.1","0.12","13.884","3.232","834.789","488.124"
"11","16","17","0","0","1","3","0.12","0","1","0","0"
"11","16","18","0","0","1","2.6","0.12","0","1","0","0"
"11","16","19","0","0","0","2.4","0.12","0","0","0","0"
"11","16","20","0","0","0","2.1","0.12","0","0","0","0"
"11","16","21","0","0","0","1.9","0.12","0","0","0","0"
"11","16","22","0","0","-1","1.8","0.12","0","-1","0","0"
"11","16","23","0","0","-1","1.7","0.12","0","-1","0","0"
"11","17","0","0","0","-2","1.6","0.12","0","-2","0","0"
"11","17","1","0","0","-2","1.5","0.12","0","-2","0","0"
"11","17","2","0","0","-2","1.2","0.12","0","-2","0","0"
"11","17","3","0","0","-1","1.1","0.12","0","-1","0","0"
"11","17","4","0","0","0","0.9","0.12","0","0","0","0"
"11","17","5","0","0","0","0.7","0.12","0","0","0","0"
"11","17","6","0","0","0","0.6","0.12","0","0","0","0"
"11","17","7","0","0","0","0.9","0.12","0","0","0","0"
"11","17","8","129","66","0","1.4","0.12","125.957","3.46","8710.704","8084.964"
"11","17","9","206","128","1","2.2","0.12","257.576","7.055","18860.019","17874.648"
"11","17","10","91","170","2","3.2","0.12","238.117","6.676","17280.89","16351.474"
"11","17","11","132","204","2","3.9","0.12","321.503","7.663","23347.74","22203.352"
"11","17","12","518","152","3","4.6","0.12","573.977","12.194","41708.002","39913.037"
"11","17","13","530","135","4","5.1","0.12","540.388","12.124","39376.246","37663.904"
"11","17","14","248","152","5","5.1","0.12","326.255","9.903","23758.438","22599.497"
"11","17","15","220","95","4","4.2","0.12","212.39","7.585","15293.493","14434.499"
"11","17","16","118","34","3","3.1","0.12","75.172","4.433","4520.531","4043.265"
"11","17","17","0","0","2","3.2","0.12","0","2","0","0"
"11","17","18","0","0","3","4","0.12","0","3","0","0"
"11","17","19","0","0","4","4.7","0.12","0","4","0","0"
"11","17","20","0","0","4","5.2","0.12","0","4","0","0"
"11","17","21","0","0","4","5.6","0.12","0","4","0","0"
"11","17","22","0","0","4","5.9","0.12","0","4","0","0"
"11","17","23","0","0","4","6","0.12","0","4","0","0"
"11","18","0","0","0","4","5","0.12","0","4","0","0"
"11","18","1","0","0","4","4","0.12","0","4","0","0"
"11","18","2","0","0","4","4.2","0.12","0","4","0","0"
"11","18","3","0","0","5","4.3","0.12","0","5","0","0"
"11","18","4","0","0","5","3.9","0.12","0","5","0","0"
"11","18","5","0","0","5","3.2","0.12","0","5","0","0"
"11","18","6","0","0","5","2.5","0.12","0","5","0","0"
"11","18","7","0","0","5","1.8","0.12","0","0","0","0"
"11","18","8","0","22","5","1.7","0.12","20.37","5.526","1322.516","958.569"
"11","18","9","0","52","6","1.4","0.12","48.239","7.339","3294.418","2860.599"
"11","18","10","0","23","7","1","0.12","21.308","7.651","1399.732","1033.049"
"11","18","11","0","37","7","2","0.12","34.311","7.835","2288.889","1890.7"
"11","18","12","0","72","7","2.8","0.12","66.867","8.4","4566.944","4088.034"
"11","18","13","0","37","7","3.2","0.12","34.307","7.672","2293.501","1895.148"
"11","18","14","0","5","6","3.9","0.12","4.627","6.081","286.287","0"
"11","18","15","0","3","5","5.4","0.12","2.773","5.04","168.101","0"
"11","18","16","0","0","4","7.2","0.12","0","0","0","0"
"11","18","17","0","0","2","7.5","0.12","0","2","0","0"
"11","18","18","0","0","2","7.6","0.12","0","2","0","0"
"11","18","19","0","0","1","7.7","0.12","0","1","0","0"
"11","18","20","0","0","1","7.8","0.12","0","1","0","0"
"11","18","21","0","0","1","8.1","0.12","0","1","0","0"
"11","18","22","0","0","1","8.2","0.12","0","1","0","0"
"11","18","23","0","0","2","7.7","0.12","0","2","0","0"
"11","19","0","0","0","2","7.3","0.12","0","2","0","0"
"11","19","1","0","0","1","7","0.12","0","1","0","0"
"11","19","2","0","0","1","6.6","0.12","0","1","0","0"
"11","19","3","0","0","0","6.4","0.12","0","0","0","0"
"11","19","4","0","0","0","6.2","0.12","0","0","0","0"
"11","19","5","0","0","0","5.8","0.12","0","0","0","0"
"11","19","6","0","0","0","5.3","0.12","0","0","0","0"
"11","19","7","0","0","0","5","0.12","0","0","0","0"
"11","19","8","0","52","0","5.4","0.12","51.087","0.733","3506.781","3065.437"
"11","19","9","22","111","1","6","0.12","121.384","2.637","8758.566","8131.13"
"11","19","10","24","151","2","6.5","0.12","164.633","4.101","11891.814","11153.355"
"11","19","11","147","206","2","6.7","0.12","334.717","6.185","24481.608","23297.042"
"11","19","12","0","60","2","6.8","0.12","55.695","2.687","3866.286","3412.203"
"11","19","13","0","119","2","6.8","0.12","113.646","3.403","8090.812","7487.037"
"11","19","14","0","94","1","6.7","0.12","89.321","2.116","6367.069","5824.373"
"11","19","15","0","57","0","6.3","0.12","53.427","0.696","3751.467","3301.453"
"11","19","16","0","16","0","5.6","0.12","14.814","0.202","877.564","529.383"
"11","19","17","0","0","0","4.7","0.12","0","0","0","0"
"11","19","18","0","0","-1","4.2","0.12","0","-1","0","0"
"11","19","19","0","0","-2","4","0.12","0","-2","0","0"
"11","19","20","0","0","-2","4.1","0.12","0","-2","0","0"
"11","19","21","0","0","-2","4.1","0.12","0","-2","0","0"
"11","19","22","0","0","-2","3.8","0.12","0","-2","0","0"
"11","19","23","0","0","-3","3.6","0.12","0","-3","0","0"
"11","20","0","0","0","-3","3.6","0.12","0","-3","0","0"
"11","20","1","0","0","-3","3.5","0.12","0","-3","0","0"
"11","20","2","0","0","-3","3.5","0.12","0","-3","0","0"
"11","20","3","0","0","-3","3.5","0.12","0","-3","0","0"
"11","20","4","0","0","-3","3.7","0.12","0","-3","0","0"
"11","20","5","0","0","-2","4.1","0.12","0","-2","0","0"
"11","20","6","0","0","-2","4.2","0.12","0","-2","0","0"
"11","20","7","0","0","-1","4.5","0.12","0","0","0","0"
"11","20","8","485","43","0","5.1","0.12","228.692","3.365","15666.717","14794.498"
"11","20","9","331","105","1","5.8","0.12","301.646","5.175","22403.855","21292.912"
"11","20","10","420","134","3","6.1","0.12","436.252","8.835","32140.926","30684.96"
"11","20","11","832","78","4","6.5","0.12","705.013","13.036","51411.472","49272.674"
"11","20","12","597","127","5","6.8","0.12","604.989","12.507","44019.053","42142.197"
"11","20","13","624","108","6","7","0.12","576.918","13.02","42018.051","40212.1"
"11","20","14","771","67","6","6.8","0.12","552.866","12.877","40543.774","38790.062"
"11","20","15","646","54","6","6.4","0.12","367.877","10.748","26538.226","25280.786"
"11","20","16","361","28","5","6.2","0.12","136.271","6.675","7702.522","7112.506"
"11","20","17","0","0","4","6.2","0.12","0","4","0","0"
"11","20","18","0","0","3","6.4","0.12","0","3","0","0"
"11","20","19","0","0","3","6.7","0.12","0","3","0","0"
"11","20","20","0","0","3","6.9","0.12","0","3","0","0"
"11","20","21","0","0","3","7","0.12","0","3","0","0"
"11","20","22","0","0","2","7.1","0.12","0","2","0","0"
"11","20","23","0","0","2","7.1","0.12","0","2","0","0"
"11","21","0","0","0","2","7.1","0.12","0","2","0","0"
"11","21","1","0","0","2","7.2","0.12","0","2","0","0"
"11","21","2","0","0","2","7.2","0.12","0","2","0","0"
"11","21","3","0","0","2","7.1","0.12","0","2","0","0"
"11","21","4","0","0","2","7.1","0.12","0","2","0","0"
"11","21","5","0","0","2","7.1","0.12","0","2","0","0"
"11","21","6","0","0","2","7","0.12","0","2","0","0"
"11","21","7","0","0","2","7","0.12","0","2","0","0"
"11","21","8","309","50","3","7.1","0.12","173.453","5.046","11759.419","11025.651"
"11","21","9","447","92","4","7.4","0.12","345.937","8.05","25563.821","24340.908"
"11","21","10","388","139","6","7.7","0.12","420.138","10.774","30707.047","29301.889"
"11","21","11","532","138","7","7.5","0.12","553.53","13.408","40138.431","38399.082"
"11","21","12","238","199","8","6.9","0.12","405.797","12.974","29135.981","27786.493"
"11","21","13","71","182","7","5.9","0.12","240.976","10.284","17210.692","16283.763"
"11","21","14","49","143","6","5.1","0.12","179.379","8.69","12821.886","12050.471"
"11","21","15","29","88","5","4.5","0.12","105.189","6.702","7397.016","6817.825"
"11","21","16","0","26","4","4.1","0.12","24.94","4.409","1442.844","1074.633"
"11","21","17","0","0","3","4","0.12","0","3","0","0"
"11","21","18","0","0","2","3.9","0.12","0","2","0","0"
"11","21","19","0","0","2","4","0.12","0","2","0","0"
"11","21","20","0","0","1","4.2","0.12","0","1","0","0"
"11","21","21","0","0","1","4.6","0.12","0","1","0","0"
"11","21","22","0","0","0","4.6","0.12","0","0","0","0"
"11","21","23","0","0","0","4.6","0.12","0","0","0","0"
"11","22","0","0","0","0","4.4","0.12","0","0","0","0"
"11","22","1","0","0","0","4","0.12","0","0","0","0"
"11","22","2","0","0","-1","3.7","0.12","0","-1","0","0"
"11","22","3","0","0","-2","3.7","0.12","0","-2","0","0"
"11","22","4","0","0","-2","3.8","0.12","0","-2","0","0"
"11","22","5","0","0","-2","3.8","0.12","0","-2","0","0"
"11","22","6","0","0","-2","3.6","0.12","0","-2","0","0"
"11","22","7","0","0","-1","3.4","0.12","0","-1","0","0"
"11","22","8","103","54","0","3.5","0.12","97.059","1.791","6613.32","6061.899"
"11","22","9","158","114","0","3.6","0.12","207.758","3.837","15285.544","14426.832"
"11","22","10","166","165","0","3.3","0.12","289.197","5.594","21259.702","20189.301"
"11","22","11","55","187","0","3.1","0.12","236.066","4.706","17164.063","16238.787"
"11","22","12","242","199","1","3","0.12","408.402","9.292","29728.166","28357.694"
"11","22","13","47","174","1","3","0.12","214.928","5.358","15564.78","14696.173"
"11","22","14","552","99","1","3.1","0.12","457.728","10.174","33738.651","32226.071"
"11","22","15","466","69","0","2.5","0.12","301.264","6.672","21923.784","20829.852"
"11","22","16","238","29","0","1.5","0.12","104.27","2.623","5838.417","5314.454"
"11","22","17","0","0","-1","1.1","0.12","0","-1","0","0"
"11","22","18","0","0","-1","0.9","0.12","0","-1","0","0"
"11","22","19","0","0","-1","0.7","0.12","0","-1","0","0"
"11","22","20","0","0","-1","0.6","0.12","0","-1","0","0"
"11","22","21","0","0","-1","0.7","0.12","0","-1","0","0"
"11","22","22","0","0","-1","1.1","0.12","0","-1","0","0"
"11","22","23","0","0","-1","1.6","0.12","0","-1","0","0"
"11","23","0","0","0","-1","2.3","0.12","0","-1","0","0"
"11","23","1","0","0","-1","2.7","0.12","0","-1","0","0"
"11","23","2","0","0","-1","2.9","0.12","0","-1","0","0"
"11","23","3","0","0","-2","3","0.12","0","-2","0","0"
"11","23","4","0","0","-2","3","0.12","0","-2","0","0"
"11","23","5","0","0","-2","2.9","0.12","0","-2","0","0"
"11","23","6","0","0","-2","2.9","0.12","0","-2","0","0"
